species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name
vermillionsnapper,adult,off,hb,er1,hb_off_er1
vermillionsnapper,adult,off,hb,er2,hb_off_er2
vermillionsnapper,adult,off,hb,er3,hb_off_er3
vermillionsnapper,adult,off,hb,er4,hb_off_er4
vermillionsnapper,adult,off,hb,er5,hb_off_er5
vermillionsnapper,adult,off,reef,er1,reef_off_er1
vermillionsnapper,adult,off,reef,er2,reef_off_er2
vermillionsnapper,adult,off,reef,er3,reef_off_er3
vermillionsnapper,adult,off,reef,er4,reef_off_er4
vermillionsnapper,adult,off,reef,er5,reef_off_er5
vermillionsnapper,spawningadult,,,,
warsawgrouper,egg,off,wca,er1,wca_off_er1
warsawgrouper,egg,off,wca,er2,wca_off_er2
warsawgrouper,egg,off,wca,er3,wca_off_er3
warsawgrouper,egg,off,wca,er4,wca_off_er4
warsawgrouper,egg,off,wca,er5,wca_off_er5
warsawgrouper,larvae,off,wca,er1,wca_off_er1
warsawgrouper,larvae,off,wca,er2,wca_off_er2
warsawgrouper,larvae,off,wca,er3,wca_off_er3
warsawgrouper,larvae,off,wca,er4,wca_off_er4
warsawgrouper,larvae,off,wca,er5,wca_off_er5
warsawgrouper,postlarvae,off,wca,er1,wca_off_er1
warsawgrouper,postlarvae,off,wca,er2,wca_off_er2
warsawgrouper,postlarvae,off,wca,er3,wca_off_er3
warsawgrouper,postlarvae,off,wca,er4,wca_off_er4
warsawgrouper,postlarvae,off,wca,er5,wca_off_er5
warsawgrouper,earlyjuvenile,,,er1,
warsawgrouper,earlyjuvenile,,,er2,
warsawgrouper,earlyjuvenile,,,er3,
warsawgrouper,earlyjuvenile,,,er4,
warsawgrouper,earlyjuvenile,,,er5,
warsawgrouper,latejuvenile,off,reef,er1,reef_off_er1
warsawgrouper,latejuvenile,off,reef,er2,reef_off_er2
warsawgrouper,latejuvenile,off,reef,er3,reef_off_er3
warsawgrouper,latejuvenile,off,reef,er4,reef_off_er4
warsawgrouper,latejuvenile,off,reef,er5,reef_off_er5
warsawgrouper,adult,off,shelf,er1,shelf_off_er1
warsawgrouper,adult,off,shelf,er2,shelf_off_er2
warsawgrouper,adult,off,shelf,er3,shelf_off_er3
warsawgrouper,adult,off,shelf,er4,shelf_off_er4
warsawgrouper,adult,off,shelf,er5,shelf_off_er5
warsawgrouper,adult,off,hb,er1,hb_off_er1
warsawgrouper,adult,off,hb,er2,hb_off_er2
warsawgrouper,adult,off,hb,er3,hb_off_er3
warsawgrouper,adult,off,hb,er4,hb_off_er4
warsawgrouper,adult,off,hb,er5,hb_off_er5
warsawgrouper,spawningadult,off,shelf,er1,shelf_off_er1
warsawgrouper,spawningadult,off,shelf,er2,shelf_off_er2
warsawgrouper,spawningadult,off,shelf,er3,shelf_off_er3
warsawgrouper,spawningadult,off,shelf,er4,shelf_off_er4
warsawgrouper,spawningadult,off,shelf,er5,shelf_off_er5
warsawgrouper,spawningadult,off,hb,er1,hb_off_er1
warsawgrouper,spawningadult,off,hb,er2,hb_off_er2
warsawgrouper,spawningadult,off,hb,er3,hb_off_er3
warsawgrouper,spawningadult,off,hb,er4,hb_off_er4
warsawgrouper,spawningadult,off,hb,er5,hb_off_er5
warsawgrouper,spawningadult,off,reef,er1,reef_off_er1
warsawgrouper,spawningadult,off,reef,er2,reef_off_er2
warsawgrouper,spawningadult,off,reef,er3,reef_off_er3
warsawgrouper,spawningadult,off,reef,er4,reef_off_er4
warsawgrouper,spawningadult,off,reef,er5,reef_off_er5
wenchman,egg,off,wca,er3,wca_off_er3
wenchman,egg,off,wca,er4,wca_off_er4
wenchman,egg,off,wca,er5,wca_off_er5
wenchman,larvae,off,wca,er3,wca_off_er3
wenchman,larvae,off,wca,er4,wca_off_er4
wenchman,larvae,off,wca,er5,wca_off_er5
wenchman,postlarvae,,,,
wenchman,earlyjuvenile,,,,
wenchman,latejuvenile,,,,
wenchman,adult,off,hb,er3,hb_off_er3
wenchman,adult,off,hb,er4,hb_off_er4
wenchman,adult,off,hb,er5,hb_off_er5
wenchman,adult,off,shelf,er3,shelf_off_er3
wenchman,adult,off,shelf,er4,shelf_off_er4
wenchman,adult,off,shelf,er5,shelf_off_er5
wenchman,spawningadult,off,shelf,er3,shelf_off_er3
wenchman,spawningadult,off,shelf,er4,shelf_off_er4
wenchman,spawningadult,off,shelf,er5,shelf_off_er5
whiteshrimp,egg,,,,
whiteshrimp,larvae,,,,
whiteshrimp,postlarvae,,,,
whiteshrimp,earlyjuvenile,est,em,er2,em_est_er2
whiteshrimp,earlyjuvenile,est,em,er3,em_est_er3
whiteshrimp,earlyjuvenile,est,em,er4,em_est_er4
whiteshrimp,earlyjuvenile,est,em,er5,em_est_er5
whiteshrimp,earlyjuvenile,est,sav,er2,sav_est_er2
whiteshrimp,earlyjuvenile,est,sav,er3,sav_est_er3
whiteshrimp,earlyjuvenile,est,sav,er4,sav_est_er4
whiteshrimp,earlyjuvenile,est,sav,er5,sav_est_er5
whiteshrimp,earlyjuvenile,est,oyster,er2,oyster_est_er2
whiteshrimp,earlyjuvenile,est,oyster,er3,oyster_est_er3
whiteshrimp,earlyjuvenile,est,oyster,er4,oyster_est_er4
whiteshrimp,earlyjuvenile,est,oyster,er5,oyster_est_er5
whiteshrimp,earlyjuvenile,est,sb,er2,sb_est_er2
whiteshrimp,earlyjuvenile,est,sb,er3,sb_est_er3
whiteshrimp,earlyjuvenile,est,sb,er4,sb_est_er4
whiteshrimp,earlyjuvenile,est,sb,er5,sb_est_er5
whiteshrimp,earlyjuvenile,est,mangrove,er2,mangrove_est_er2
whiteshrimp,earlyjuvenile,est,mangrove,er3,mangrove_est_er3
whiteshrimp,earlyjuvenile,est,mangrove,er4,mangrove_est_er4
whiteshrimp,earlyjuvenile,est,mangrove,er5,mangrove_est_er5
whiteshrimp,earlyjuvenile,near,em,er2,em_near_er2
whiteshrimp,earlyjuvenile,near,em,er3,em_near_er3
whiteshrimp,earlyjuvenile,near,em,er4,em_near_er4
whiteshrimp,earlyjuvenile,near,em,er5,em_near_er5
whiteshrimp,earlyjuvenile,near,sav,er2,sav_near_er2
whiteshrimp,earlyjuvenile,near,sav,er3,sav_near_er3
whiteshrimp,earlyjuvenile,near,sav,er4,sav_near_er4
whiteshrimp,earlyjuvenile,near,sav,er5,sav_near_er5
whiteshrimp,earlyjuvenile,near,oyster,er2,oyster_near_er2
whiteshrimp,earlyjuvenile,near,oyster,er3,oyster_near_er3
whiteshrimp,earlyjuvenile,near,oyster,er4,oyster_near_er4
whiteshrimp,earlyjuvenile,near,oyster,er5,oyster_near_er5
whiteshrimp,earlyjuvenile,near,sb,er2,sb_near_er2
whiteshrimp,earlyjuvenile,near,sb,er3,sb_near_er3
whiteshrimp,earlyjuvenile,near,sb,er4,sb_near_er4
whiteshrimp,earlyjuvenile,near,sb,er5,sb_near_er5
whiteshrimp,earlyjuvenile,near,mangrove,er2,mangrove_near_er2
whiteshrimp,earlyjuvenile,near,mangrove,er3,mangrove_near_er3
whiteshrimp,earlyjuvenile,near,mangrove,er4,mangrove_near_er4
whiteshrimp,earlyjuvenile,near,mangrove,er5,mangrove_near_er5
whiteshrimp,latejuvenile,est,em,er2,em_est_er2
whiteshrimp,latejuvenile,est,em,er3,em_est_er3
whiteshrimp,latejuvenile,est,em,er4,em_est_er4
whiteshrimp,latejuvenile,est,em,er5,em_est_er5
whiteshrimp,latejuvenile,est,sav,er2,sav_est_er2
whiteshrimp,latejuvenile,est,sav,er3,sav_est_er3
whiteshrimp,latejuvenile,est,sav,er4,sav_est_er4
whiteshrimp,latejuvenile,est,sav,er5,sav_est_er5
whiteshrimp,latejuvenile,est,oyster,er2,oyster_est_er2
whiteshrimp,latejuvenile,est,oyster,er3,oyster_est_er3
whiteshrimp,latejuvenile,est,oyster,er4,oyster_est_er4
whiteshrimp,latejuvenile,est,oyster,er5,oyster_est_er5
whiteshrimp,latejuvenile,est,sb,er2,sb_est_er2
whiteshrimp,latejuvenile,est,sb,er3,sb_est_er3
whiteshrimp,latejuvenile,est,sb,er4,sb_est_er4
whiteshrimp,latejuvenile,est,sb,er5,sb_est_er5
whiteshrimp,latejuvenile,est,mangrove,er2,mangrove_est_er2
whiteshrimp,latejuvenile,est,mangrove,er3,mangrove_est_er3
whiteshrimp,latejuvenile,est,mangrove,er4,mangrove_est_er4
whiteshrimp,latejuvenile,est,mangrove,er5,mangrove_est_er5
whiteshrimp,latejuvenile,near,em,er2,em_near_er2
whiteshrimp,latejuvenile,near,em,er3,em_near_er3
whiteshrimp,latejuvenile,near,em,er4,em_near_er4
whiteshrimp,latejuvenile,near,em,er5,em_near_er5
whiteshrimp,latejuvenile,near,sav,er2,sav_near_er2
whiteshrimp,latejuvenile,near,sav,er3,sav_near_er3
whiteshrimp,latejuvenile,near,sav,er4,sav_near_er4
whiteshrimp,latejuvenile,near,sav,er5,sav_near_er5
whiteshrimp,latejuvenile,near,oyster,er2,oyster_near_er2
whiteshrimp,latejuvenile,near,oyster,er3,oyster_near_er3
whiteshrimp,latejuvenile,near,oyster,er4,oyster_near_er4
whiteshrimp,latejuvenile,near,oyster,er5,oyster_near_er5
whiteshrimp,latejuvenile,near,sb,er2,sb_near_er2
whiteshrimp,latejuvenile,near,sb,er3,sb_near_er3
whiteshrimp,latejuvenile,near,sb,er4,sb_near_er4
whiteshrimp,latejuvenile,near,sb,er5,sb_near_er5
whiteshrimp,latejuvenile,near,mangrove,er2,mangrove_near_er2
whiteshrimp,latejuvenile,near,mangrove,er3,mangrove_near_er3
whiteshrimp,latejuvenile,near,mangrove,er4,mangrove_near_er4
whiteshrimp,latejuvenile,near,mangrove,er5,mangrove_near_er5
whiteshrimp,adult,near,sb,er1,sb_near_er1
whiteshrimp,adult,near,sb,er2,sb_near_er2
whiteshrimp,adult,near,sb,er3,sb_near_er3
whiteshrimp,adult,near,sb,er4,sb_near_er4
whiteshrimp,adult,near,sb,er5,sb_near_er5
whiteshrimp,adult,near,sand,er1,sand_near_er1
whiteshrimp,adult,near,sand,er2,sand_near_er2
whiteshrimp,adult,near,sand,er3,sand_near_er3
whiteshrimp,adult,near,sand,er4,sand_near_er4
whiteshrimp,adult,near,sand,er5,sand_near_er5
whiteshrimp,adult,est,sb,er1,sb_est_er1
whiteshrimp,adult,est,sb,er2,sb_est_er2
whiteshrimp,adult,est,sb,er3,sb_est_er3
whiteshrimp,adult,est,sb,er4,sb_est_er4
whiteshrimp,adult,est,sb,er5,sb_est_er5
whiteshrimp,adult,est,sand,er1,sand_est_er1
whiteshrimp,adult,est,sand,er2,sand_est_er2
whiteshrimp,adult,est,sand,er3,sand_est_er3
whiteshrimp,adult,est,sand,er4,sand_est_er4
whiteshrimp,adult,est,sand,er5,sand_est_er5
whiteshrimp,adult,off,sb,er1,sb_off_er1
whiteshrimp,adult,off,sb,er2,sb_off_er2
whiteshrimp,adult,off,sb,er3,sb_off_er3
whiteshrimp,adult,off,sb,er4,sb_off_er4
whiteshrimp,adult,off,sb,er5,sb_off_er5
whiteshrimp,adult,off,sand,er1,sand_off_er1
whiteshrimp,adult,off,sand,er2,sand_off_er2
whiteshrimp,adult,off,sand,er3,sand_off_er3
whiteshrimp,adult,off,sand,er4,sand_off_er4
whiteshrimp,adult,off,sand,er5,sand_off_er5
whiteshrimp,spawningadult,near,sb,,sb_near
whiteshrimp,spawningadult,est,sb,,sb_est
whiteshrimp,spawningadult,off,sb,,sb_off
yellowedgegrouper,egg,off,wca,er1,wca_off_er1
yellowedgegrouper,egg,off,wca,er2,wca_off_er2
yellowedgegrouper,egg,off,wca,er3,wca_off_er3
yellowedgegrouper,egg,off,wca,er4,wca_off_er4
yellowedgegrouper,egg,off,wca,er5,wca_off_er5
yellowedgegrouper,larvae,off,wca,er1,wca_off_er1
yellowedgegrouper,larvae,off,wca,er2,wca_off_er2
yellowedgegrouper,larvae,off,wca,er3,wca_off_er3
yellowedgegrouper,larvae,off,wca,er4,wca_off_er4
yellowedgegrouper,larvae,off,wca,er5,wca_off_er5
yellowedgegrouper,postlarvae,off,wca,er1,wca_off_er1
yellowedgegrouper,postlarvae,off,wca,er2,wca_off_er2
yellowedgegrouper,postlarvae,off,wca,er3,wca_off_er3
yellowedgegrouper,postlarvae,off,wca,er4,wca_off_er4
yellowedgegrouper,postlarvae,off,wca,er5,wca_off_er5
yellowedgegrouper,earlyjuvenile,,,,
yellowedgegrouper,latejuvenile,near,hb,er1,hb_near_er1
yellowedgegrouper,latejuvenile,near,hb,er2,hb_near_er2
yellowedgegrouper,latejuvenile,near,hb,er3,hb_near_er3
yellowedgegrouper,latejuvenile,near,hb,er4,hb_near_er4
yellowedgegrouper,latejuvenile,near,hb,er5,hb_near_er5
yellowedgegrouper,latejuvenile,off,hb,er1,hb_off_er1
yellowedgegrouper,latejuvenile,off,hb,er2,hb_off_er2
yellowedgegrouper,latejuvenile,off,hb,er3,hb_off_er3
yellowedgegrouper,latejuvenile,off,hb,er4,hb_off_er4
yellowedgegrouper,latejuvenile,off,hb,er5,hb_off_er5
yellowedgegrouper,adult,off,hb,er1,hb_off_er1
yellowedgegrouper,adult,off,hb,er2,hb_off_er2
yellowedgegrouper,adult,off,hb,er3,hb_off_er3
yellowedgegrouper,adult,off,hb,er4,hb_off_er4
yellowedgegrouper,adult,off,hb,er5,hb_off_er5
yellowedgegrouper,adult,off,sb,er1,sb_off_er1
yellowedgegrouper,adult,off,sb,er2,sb_off_er2
yellowedgegrouper,adult,off,sb,er3,sb_off_er3
yellowedgegrouper,adult,off,sb,er4,sb_off_er4
yellowedgegrouper,adult,off,sb,er5,sb_off_er5
yellowedgegrouper,adult,off,shelf,er1,shelf_off_er1
yellowedgegrouper,adult,off,shelf,er2,shelf_off_er2
yellowedgegrouper,adult,off,shelf,er3,shelf_off_er3
yellowedgegrouper,adult,off,shelf,er4,shelf_off_er4
yellowedgegrouper,adult,off,shelf,er5,shelf_off_er5
yellowedgegrouper,spawningadult,off,shelf,er1,shelf_off_er1
yellowedgegrouper,spawningadult,off,shelf,er2,shelf_off_er2
yellowedgegrouper,spawningadult,off,shelf,er3,shelf_off_er3
yellowedgegrouper,spawningadult,off,shelf,er4,shelf_off_er4
yellowedgegrouper,spawningadult,off,shelf,er5,shelf_off_er5
yellowedgegrouper,spawningadult,off,reef,er1,reef_off_er1
yellowedgegrouper,spawningadult,off,reef,er2,reef_off_er2
yellowedgegrouper,spawningadult,off,reef,er3,reef_off_er3
yellowedgegrouper,spawningadult,off,reef,er4,reef_off_er4
yellowedgegrouper,spawningadult,off,reef,er5,reef_off_er5
yellowfingrouper,egg,,,,
yellowfingrouper,larvae,,,,
yellowfingrouper,postlarvae,,,,
yellowfingrouper,earlyjuvenile,est,sav,er1,sav_est_er1
yellowfingrouper,earlyjuvenile,near,sav,er1,sav_near_er1
yellowfingrouper,latejuvenile,est,sav,er1,sav_est_er1
yellowfingrouper,latejuvenile,est,hb,er1,hb_est_er1
yellowfingrouper,latejuvenile,near,sav,er1,sav_near_er1
yellowfingrouper,latejuvenile,near,hb,er1,hb_near_er1
yellowfingrouper,adult,near,reef,er1,reef_near_er1
yellowfingrouper,adult,near,hb,er1,hb_near_er1
yellowfingrouper,adult,off,reef,er1,reef_off_er1
yellowfingrouper,adult,off,hb,er1,hb_off_er1
yellowfingrouper,spawningadult,off,shelf,er1,shelf_off_er1
yellowfingrouper,spawningadult,off,reef,er1,reef_off_er1
yellowfingrouper,spawningadult,off,hb,er1,hb_off_er1
yellowmouthgrouper,egg,off,wca,er1,wca_off_er1
yellowmouthgrouper,egg,off,wca,er5,wca_off_er5
yellowmouthgrouper,larvae,off,wca,er1,wca_off_er1
yellowmouthgrouper,larvae,off,wca,er5,wca_off_er5
yellowmouthgrouper,postlarvae,off,wca,er1,wca_off_er1
yellowmouthgrouper,postlarvae,off,wca,er5,wca_off_er5
yellowmouthgrouper,earlyjuvenile,,,,
yellowmouthgrouper,latejuvenile,,,,
yellowmouthgrouper,adult,off,hb,er1,hb_off_er1
yellowmouthgrouper,adult,off,hb,er2,hb_off_er2
yellowmouthgrouper,adult,off,hb,er4,hb_off_er4
yellowmouthgrouper,adult,off,hb,er5,hb_off_er5
yellowmouthgrouper,adult,off,reef,er1,reef_off_er1
yellowmouthgrouper,adult,off,reef,er2,reef_off_er2
yellowmouthgrouper,adult,off,reef,er4,reef_off_er4
yellowmouthgrouper,adult,off,reef,er5,reef_off_er5
yellowmouthgrouper,spawningadult,off,,,
yellowtailsnapper,egg,near,wca,er1,wca_near_er1
yellowtailsnapper,egg,near,wca,er2,wca_near_er2
yellowtailsnapper,egg,off,wca,er1,wca_off_er1
yellowtailsnapper,egg,off,wca,er2,wca_off_er2
yellowtailsnapper,larvae,near,wca,er1,wca_near_er1
yellowtailsnapper,larvae,near,wca,er2,wca_near_er2
yellowtailsnapper,larvae,off,wca,er1,wca_off_er1
yellowtailsnapper,larvae,off,wca,er2,wca_off_er2
yellowtailsnapper,postlarvae,near,wca,er1,wca_near_er1
yellowtailsnapper,postlarvae,near,wca,er2,wca_near_er2
yellowtailsnapper,postlarvae,off,wca,er1,wca_off_er1
yellowtailsnapper,postlarvae,off,wca,er2,wca_off_er2
yellowtailsnapper,earlyjuvenile,est,sav,er1,sav_est_er1
yellowtailsnapper,earlyjuvenile,est,sav,er2,sav_est_er2
yellowtailsnapper,earlyjuvenile,est,mangrove,er1,mangrove_est_er1
yellowtailsnapper,earlyjuvenile,est,mangrove,er2,mangrove_est_er2
yellowtailsnapper,earlyjuvenile,near,sav,er1,sav_near_er1
yellowtailsnapper,earlyjuvenile,near,sav,er2,sav_near_er2
yellowtailsnapper,earlyjuvenile,near,mangrove,er1,mangrove_near_er1
yellowtailsnapper,earlyjuvenile,near,mangrove,er2,mangrove_near_er2
yellowtailsnapper,latejuvenile,est,reef,er1,reef_est_er1
yellowtailsnapper,latejuvenile,est,reef,er2,reef_est_er2
yellowtailsnapper,latejuvenile,est,hb,er1,hb_est_er1
yellowtailsnapper,latejuvenile,est,hb,er2,hb_est_er2
yellowtailsnapper,latejuvenile,near,reef,er1,reef_near_er1
yellowtailsnapper,latejuvenile,near,reef,er2,reef_near_er2
yellowtailsnapper,latejuvenile,near,hb,er1,hb_near_er1
yellowtailsnapper,latejuvenile,near,hb,er2,hb_near_er2
yellowtailsnapper,latejuvenile,off,reef,er1,reef_off_er1
yellowtailsnapper,latejuvenile,off,reef,er2,reef_off_er2
yellowtailsnapper,latejuvenile,off,hb,er1,hb_off_er1
yellowtailsnapper,latejuvenile,off,hb,er2,hb_off_er2
yellowtailsnapper,adult,near,reef,er1,reef_near_er1
yellowtailsnapper,adult,near,reef,er2,reef_near_er2
yellowtailsnapper,adult,near,hb,er1,hb_near_er1
yellowtailsnapper,adult,near,hb,er2,hb_near_er2
yellowtailsnapper,adult,off,reef,er1,reef_off_er1
yellowtailsnapper,adult,off,reef,er2,reef_off_er2
yellowtailsnapper,adult,off,hb,er1,hb_off_er1
yellowtailsnapper,adult,off,hb,er2,hb_off_er2
yellowtailsnapper,spawningadult,,,,
